"","Date","CO","NO2","SO2","PM2_5","Unemployment_Rate"
"1",2018-01-01,1136.69216540696,21.4446130913768,14.7433274866532,160.522784423863,3.632
"2",2018-04-01,996.51162410169,17.8972375547419,14.0577282264325,112.344326702031,3.53266666666667
"3",2018-07-01,832.631502083492,14.0941299989767,11.073846052121,77.0379063874616,5.61933333333333
"4",2018-10-01,1239.37692583521,25.0210656278508,15.6720725833586,184.018780026168,7.38666666666667
"5",2019-01-01,1131.28595152004,21.429636384582,14.6084103254585,154.736874250048,7.05666666666667
"6",2019-04-01,982.344584653448,17.6465359191138,13.9327235210616,111.457483358077,7.48866666666667
"7",2019-07-01,685.315976005305,11.0072002906455,8.89372336643527,53.2534970351286,6.98533333333333
"8",2019-10-01,1140.95411941223,21.197195270302,14.5489733094578,152.670942638065,5.882
"9",2020-01-01,993.616046124166,18.1829233986658,13.5406886230148,123.113148902664,5.736
"10",2020-04-01,650.132551872636,9.78969969394768,8.78776583919388,54.7198742906356,15.02
"11",2020-07-01,621.98576182451,9.96546309366893,8.24590005611175,45.9718832314802,4.81266666666667
"12",2020-10-01,1170.24257375355,22.6850766115254,15.1359491710792,154.545361628998,5.49933333333333
"13",2021-01-01,995.66132981305,18.1222782353962,13.7218000189035,132.001785773189,3.68466666666667
"14",2021-04-01,679.85894568782,10.351541243475,11.2124325467728,58.8182184142909,4.10466666666667
"15",2021-07-01,549.271769388763,9.02550512744445,7.17412607038106,35.9323870219731,4.03066666666667
"16",2021-10-01,1179.82286281842,20.8433315024075,14.3097373177971,151.568953865686,3.20466666666667
"17",2022-01-01,983.62941986211,17.0182236387169,12.9003946738654,117.893249551094,2.81066666666667
"18",2022-04-01,660.960957466864,10.6238040869533,12.4935170501438,67.2778114545481,1.926
